recipe_id,calories,carbohydrates,cholesterol,cook_time,cuisine,description,fat,fiber,full_name,image_url,ingredients,instructions,potassium,protein,saturated_fat,serving,sodium,sugar,title,dairy_free,gluten_free,meal_type,ingredient_names,diet_type
51960,93.0,17.0,,,"American, Italian","This ,is the perfect light and flavorful homemade sauce. This easy recipe is made with herbs, spices, tomatoes, garlic and a touch of honey, for a classic red sauce that pairs perfectly with any pasta dish. ",2.0,3.0,Low Fat Garlic Tomato Pasta Sauce,https://ohsnapmacros.com/wp-content/uploads/2024/09/cottagecheesepastasauce-12-300x300.jpg,"[{""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""olive oil"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""Tbsp."", ""name"": ""garlic"", ""notes"": ""minced""}, {""amount"": ""1"", ""unit"": ""small"", ""name"": ""yellow onion"", ""notes"": ""finely chopped""}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""basil"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""oregano "", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""fresh cracked black pepper"", ""notes"": null}, {""amount"": ""30"", ""unit"": ""oz."", ""name"": ""tomato sauce"", ""notes"": ""(two 15 oz. cans) ""}, {""amount"": ""6"", ""unit"": ""oz."", ""name"": ""tomato paste"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": ""beef broth"", ""notes"": null}, {""amount"": ""3"", ""unit"": ""Tbsp."", ""name"": null, ""notes"": ""or soy sauce""}, {""amount"": ""2"", ""unit"": ""Tbsp."", ""name"": ""honey "", ""notes"": null}]","Add the olive oil to a large soup pot or Dutch oven over medium-high heat. Add garlic and onion and cook, stirring until fragrant and translucent.,Add the basil, oregano, salt and pepper to the garlic and onions and stir to coat. Pour in the tomato sauce, tomato paste, beef broth, coconut aminos and honey and stir to combine. Bring to a boil and right when it starts popping, lower to a LOW simmer. Simmer for 1 hour, stirring occasionally. ,Serve with your favorite pasta noodles or package up and freeze for later. ",292.0,3.0,,9.0,1106.0,11.0,Garlic Tomato Sauce,1,1,dinner,"[""olive oil"", ""garlic"", ""yellow onion"", ""basil"", ""oregano "", ""salt"", ""fresh cracked black pepper"", ""tomato sauce"", ""tomato paste"", ""beef broth"", ""honey ""]",Vegan
52251,308.0,27.0,93.0,20.0,Mexican,"These ,are the best way to cozy up on a cold night. Each warm bowl of soup is easy to make, filled with flavor and a great addition to your meal prep rotation. The best part? These healthy recipes are brimming with protein to keep you full, all winter long.",8.0,6.0,Easy High Protein Soup and Chili Recipes,https://ohsnapmacros.com/wp-content/uploads/2022/02/chickenenchiladasoup-300x300.jpg,"[{""amount"": ""2"", ""unit"": ""lbs."", ""name"": ""boneless skinless chicken breast, raw"", ""notes"": null}, {""amount"": ""1"", ""unit"": null, ""name"": ""\u00a0red bell pepper, chopped "", ""notes"": ""144g""}, {""amount"": ""1"", ""unit"": null, ""name"": ""\u00a0small yellow onion, chopped "", ""notes"": ""150g""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can Whole Kernel Corn (no salt added) "", ""notes"": ""drained""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can low sodium Black Beans Low Sodium"", ""notes"": ""drained and rinsed""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can petite diced Tomatoes (no salt added)"", ""notes"": null}, {""amount"": ""10"", ""unit"": ""oz."", ""name"": ""can mild Red Enchilada Sauce "", ""notes"": null}, {""amount"": ""4"", ""unit"": ""oz."", ""name"": ""can diced green chilies"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""cups"", ""name"": ""low sodium Chicken Broth"", ""notes"": ""32 oz. ""}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""pepper"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""onion powder"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""garlic powder"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""tsp."", ""name"": ""paprika"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""Tbsp."", ""name"": ""chili powder"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""Tbsp."", ""name"": ""ground cumin"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""oz"", ""name"": ""1/3 less fat Cream Cheese"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": null, ""notes"": ""56g""}]","Add the chicken the the base of the crockpot. Top with bell pepper, onions, corn, beans, tomatoes, chilies, enchilada sauce, seasonings and chicken broth. ,Stir to combine and set the crockpot to cook on low for 6-8 hours or high for 3 hours, or until the chicken is tender. ,Remove the chicken from the crockpot and shred with forks. Return to the pot. ,Add the cream cheese and greek yogurt and stir until melted and combined. Serve and enjoy with desired toppings. ,Add all ingredients except the cream cheese and greek yogurt to the instant pot. ,Set the instant pot on manual (pressure cook mode) for 20 minutes. Quick release the pressure when the timer in done. ,Remove the chicken and shred with forks. Add the chicken back to the instant pot.,Add cream cheese and greek yogurt to the soup and stir until completely melted into the soup. Serve and enjoy with desired toppings. ,In a large pot, sauté the chopped bell pepper and onion over medium heat until they begin to soften.,Place the raw chicken breasts on top of the sautéed vegetables. Add the corn, black beans, diced tomatoes, green chilies, enchilada sauce, and all the seasonings. Pour the chicken broth over everything, ensuring the chicken is mostly submerged.,Bring the pot to a boil, then reduce the heat to a simmer. Cover the pot and let it cook for about 20-30 minutes, or until the chicken is cooked through and tender.,Carefully remove the chicken breasts from the pot. Shred the chicken using forks and then return the shredded chicken to the pot.,Stir in the cream cheese and Greek yogurt until they are fully melted and combined with the rest of the ingredients.,Let the pot simmer for an additional 5-10 minutes to allow the flavors to meld together.",772.0,32.0,2.0,8.0,674.0,9.0,Chicken Enchilada Soup,0,0,dinner,"[""boneless skinless chicken breast, raw"", ""\u00a0red bell pepper, chopped "", ""\u00a0small yellow onion, chopped "", ""can Whole Kernel Corn (no salt added) "", ""can low sodium Black Beans Low Sodium"", ""can petite diced Tomatoes (no salt added)"", ""can mild Red Enchilada Sauce "", ""can diced green chilies"", ""low sodium Chicken Broth"", ""salt"", ""pepper"", ""onion powder"", ""garlic powder"", ""paprika"", ""chili powder"", ""ground cumin"", ""1/3 less fat Cream Cheese""]",Omnivorous
52251,308.0,27.0,93.0,20.0,Mexican,"These ,are the best way to cozy up on a cold night. Each warm bowl of soup is easy to make, filled with flavor and a great addition to your meal prep rotation. The best part? These healthy recipes are brimming with protein to keep you full, all winter long.",8.0,6.0,Easy High Protein Soup and Chili Recipes,https://ohsnapmacros.com/wp-content/uploads/2022/02/chickenenchiladasoup-300x300.jpg,"[{""amount"": ""2"", ""unit"": ""lbs."", ""name"": ""boneless skinless chicken breast, raw"", ""notes"": null}, {""amount"": ""1"", ""unit"": null, ""name"": ""\u00a0red bell pepper, chopped "", ""notes"": ""144g""}, {""amount"": ""1"", ""unit"": null, ""name"": ""\u00a0small yellow onion, chopped "", ""notes"": ""150g""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can Whole Kernel Corn (no salt added) "", ""notes"": ""drained""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can low sodium Black Beans Low Sodium"", ""notes"": ""drained and rinsed""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can petite diced Tomatoes (no salt added)"", ""notes"": null}, {""amount"": ""10"", ""unit"": ""oz."", ""name"": ""can mild Red Enchilada Sauce "", ""notes"": null}, {""amount"": ""4"", ""unit"": ""oz."", ""name"": ""can diced green chilies"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""cups"", ""name"": ""low sodium Chicken Broth"", ""notes"": ""32 oz. ""}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""pepper"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""onion powder"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""garlic powder"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""tsp."", ""name"": ""paprika"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""Tbsp."", ""name"": ""chili powder"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""Tbsp."", ""name"": ""ground cumin"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""oz"", ""name"": ""1/3 less fat Cream Cheese"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": null, ""notes"": ""56g""}]","Add the chicken the the base of the crockpot. Top with bell pepper, onions, corn, beans, tomatoes, chilies, enchilada sauce, seasonings and chicken broth. ,Stir to combine and set the crockpot to cook on low for 6-8 hours or high for 3 hours, or until the chicken is tender. ,Remove the chicken from the crockpot and shred with forks. Return to the pot. ,Add the cream cheese and greek yogurt and stir until melted and combined. Serve and enjoy with desired toppings. ,Add all ingredients except the cream cheese and greek yogurt to the instant pot. ,Set the instant pot on manual (pressure cook mode) for 20 minutes. Quick release the pressure when the timer in done. ,Remove the chicken and shred with forks. Add the chicken back to the instant pot.,Add cream cheese and greek yogurt to the soup and stir until completely melted into the soup. Serve and enjoy with desired toppings. ,In a large pot, sauté the chopped bell pepper and onion over medium heat until they begin to soften.,Place the raw chicken breasts on top of the sautéed vegetables. Add the corn, black beans, diced tomatoes, green chilies, enchilada sauce, and all the seasonings. Pour the chicken broth over everything, ensuring the chicken is mostly submerged.,Bring the pot to a boil, then reduce the heat to a simmer. Cover the pot and let it cook for about 20-30 minutes, or until the chicken is cooked through and tender.,Carefully remove the chicken breasts from the pot. Shred the chicken using forks and then return the shredded chicken to the pot.,Stir in the cream cheese and Greek yogurt until they are fully melted and combined with the rest of the ingredients.,Let the pot simmer for an additional 5-10 minutes to allow the flavors to meld together.",772.0,32.0,2.0,8.0,674.0,9.0,Chicken Enchilada Soup,0,0,dinner,"[""boneless skinless chicken breast, raw"", ""\u00a0red bell pepper, chopped "", ""\u00a0small yellow onion, chopped "", ""can Whole Kernel Corn (no salt added) "", ""can low sodium Black Beans Low Sodium"", ""can petite diced Tomatoes (no salt added)"", ""can mild Red Enchilada Sauce "", ""can diced green chilies"", ""low sodium Chicken Broth"", ""salt"", ""pepper"", ""onion powder"", ""garlic powder"", ""paprika"", ""chili powder"", ""ground cumin"", ""1/3 less fat Cream Cheese""]",Omnivorous
52472,,,,,,,,,,,[],,,,,,,,,0,0,unknown,[],
52533,228.0,34.0,4.0,,American,"This higher protein , is silky, light and full of fall flavors. Made with roasted vegetables, herbs and spices this , soup packs a punch of cream with cottage cheese for protein and richness. It's a wonderful easy recipe that's both simple and satisfying. ",4.4,3.0,Roasted Garlic Butternut Squash and Red Pepper Soup (13g protein),https://ohsnapmacros.com/wp-content/uploads/2024/10/butternutsquashsoup-300x300.jpg,"[{""amount"": ""2"", ""unit"": null, ""name"": ""red bell peppers "", ""notes"": ""chopped, 2' pieces""}, {""amount"": ""20"", ""unit"": ""oz."", ""name"": ""frozen cubed butternut squash"", ""notes"": ""or fresh""}, {""amount"": ""6"", ""unit"": ""small"", ""name"": "" garlic cloves "", ""notes"": ""peeled""}, {""amount"": ""1"", ""unit"": ""Tbsp."", ""name"": ""olive oil"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""fresh cracked black pepper"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""cups"", ""name"": ""chicken bone broth"", ""notes"": ""32 oz""}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""low-fat cottage cheese"", ""notes"": ""110g""}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""onion powder"", ""notes"": null}, {""amount"": ""1-2"", ""unit"": ""tsp."", ""name"": ""garlic powder"", ""notes"": ""*see notes""}, {""amount"": ""1/2"", ""unit"": ""tsp."", ""name"": ""ground ginger"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""Tbsp."", ""name"": null, ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""fresh cracked pepper"", ""notes"": null}]","Preheat the oven to 400 degrees fahrenheit. Add the bell peppers, butternut squash and garlic to a large sheet pan. Drizzle the olive oil, salt and pepper over the top and mix to combine and coat. Roast in the oven for 40-45 minutes or until the bell peppers are nice and chared and soft. ,Remove the peppers and squash from the oven and scoop into a large high speed blender. Add 1 cup bone broth and the cottage cheese and blend for approximately 5 minutes or until everything is smooth and well blended.,Over medium heat, add the blended peppers and squash to a large dutch oven or soup pot. Pour 2 cups of the broth into the blender and swish around, this is how you’ll get all the blended mixture out, and pour into the dutch oven. ,Add the remaining broth, salt, onion powder, garlic powder, ginger, coconut aminos and lots of fresh cracked pepper. Bring to a simmer and simmer until it’s warmed through while whisking to ensure the mixture incorporates into the broth. ,Serve topped with blended cottage cheese for extra creaminess, or cream, croutons, fresh basil or chopped green onions and a dash of red pepper flakes for some heat is desired.",461.0,13.0,0.9,4.0,1479.0,10.0,Butternut Squash and Red Pepper Soup,0,1,dinner,"[""red bell peppers "", ""frozen cubed butternut squash"", "" garlic cloves "", ""olive oil"", ""salt"", ""fresh cracked black pepper"", ""chicken bone broth"", ""low-fat cottage cheese"", ""salt"", ""onion powder"", ""garlic powder"", ""ground ginger"", ""fresh cracked pepper""]",Omnivorous
52627,393.0,54.0,88.0,20.0,American,"This , is the perfect holiday dessert. Spiced with nutmeg, cinnamon and vanilla, the creamy sweet potato filling is decadent, rich and easy to make. No one will even notice the store-bought pie dough to help save on time and ensure a perfect flaky crust. Serve this pie with whipped cream and cinnamon for a beautiful holiday pie. ",19.0,3.0,Simple Sweet Potato Pie (store-bought crust),https://ohsnapmacros.com/wp-content/uploads/2024/10/sweetpotatopie-300x300.jpg,"[{""amount"": ""2"", ""unit"": ""lbs."", ""name"": ""sweet potatoes"", ""notes"": ""approx 3 medium sweet potatoes""}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""unsalted butter"", ""notes"": ""softened""}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""light brown sugar"", ""notes"": ""packed""}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""granulated sugar"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""eggs"", ""name"": ""room temperature "", ""notes"": null}, {""amount"": ""1/3"", ""unit"": ""cup"", ""name"": ""whole milk"", ""notes"": null}, {""amount"": ""1 1/2"", ""unit"": ""tsp."", ""name"": ""vanilla extract"", ""notes"": null}, {""amount"": ""1/2"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": ""1/2"", ""unit"": ""tsp."", ""name"": ""cinnamon"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""tsp."", ""name"": ""nutmeg"", ""notes"": null}, {""amount"": ""1"", ""unit"": null, ""name"": ""refrigerated pie crust"", ""notes"": null}]","Preheat oven to 400 degrees Fahrenheit.  Poke several holes in the potatoes with a fork.  Place potatoes on a baking sheet, bake until fork tender, about one hour.  Remove from oven and allow to cool for 5-10 minutes.,While the potatoes cool blind bake the pie crust. Roll the pie crust into a 9-inch pie plate and line with parchment paper or foil, fill it with pie weights or even raw beans.  Bake for 15-20 minutes, remove from the oven, carefully remove the pie weights, and set aside to cool.,Reduce oven temperature to 350 degrees Fahreneight.,Remove the skin from the cooked sweet potatoes, with a knife remove any scorched flesh or dark areas.,Add potatoes to the bowl of a food processor, and blend until the potatoes are pureed.  Or mash with a potato masher or ricer, until no large lumps remain. You should have 2 ¼ to 2 ½ cups of potato puree.,In a large bowl add the puree and softened butter.  Stir until the butter is melted and thoroughly incorporated.,Add brown sugar, white sugar, salt, cinnamon, and nutmeg and stir to combine.,Add the eggs, milk, and vanilla extract, stirring with a whisk until fully incorporated.,Pour the mixture into the par baked pie crust.  Bake for 1 hour, or until pie is puffed up and the center wiggles slightly.  Tent crust with foil the final 15 minutes of baking if it is getting too browned.,Remove the pie from the oven and cool for an hour, refrigerate until ready to serve.",37.0,4.0,10.0,8.0,413.0,33.0,Sweet Potato Pie,0,0,unknown,"[""sweet potatoes"", ""unsalted butter"", ""light brown sugar"", ""granulated sugar"", ""room temperature "", ""whole milk"", ""vanilla extract"", ""salt"", ""cinnamon"", ""nutmeg"", ""refrigerated pie crust""]",Vegetarian
52713,127.0,18.0,10.0,10.0,American,"These , are the perfect no bake dessert. Made with chocolate chips, marshmallows, Rice Krispies and a sneaky scoop of undetectable protein powder, this easy recipe is a chocolate lovers dream.  ",5.0,1.0,Chocolate Rice Krispie Treats with Protein Powder,https://ohsnapmacros.com/wp-content/uploads/2024/10/chocolatericekrispietreats-2-300x300.jpg,"[{""amount"": ""4"", ""unit"": ""Tbsp."", ""name"": ""unsalted butter"", ""notes"": ""cubed""}, {""amount"": ""10"", ""unit"": ""oz."", ""name"": ""mini marshmallows"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""scoop"", ""name"": ""chocolate protein powder, 31g"", ""notes"": ""PeScience Chocolate Truffle""}, {""amount"": ""1 \u00bd"", ""unit"": ""Tbsp."", ""name"": ""unsweetened cocoa powder"", ""notes"": null}, {""amount"": ""\u00bd"", ""unit"": ""cup"", ""name"": ""chocolate chips"", ""notes"": ""170g""}, {""amount"": ""5"", ""unit"": ""cups"", ""name"": ""Rice Krispie Cereal"", ""notes"": ""133g""}, {""amount"": null, ""unit"": null, ""name"": ""flaky sea salt"", ""notes"": null}]","Melt the cubed butter in a large saucepan over medium heat. Add the mini marshmallows, protein powder, cocoa powder and chocolate chips and stir to combine and melt the marshmallows and chocolate into a sauce. ,Remove from the heat and immediately mix in the cereal, stirring to combine. This will take some arm power to get it to fully mix and combine, just keep mixing. ,Add the mixture to a parchment or wax paper lined 8×8-inch square pan and press it down to mold into the baking dish. Don’t smash the treats in the pan too hard or you’ll have dense Rice Krispies treats. You want some spacing between and pockets to get in there. Let it sit until completely cooled and hardened, approximately 1 hour or more. ,Cut into 16 equal squares and top with flakey sea salt for serving. ",17.0,3.0,3.0,16.0,100.0,7.0,Chocolate Rice Krispie Treats,0,0,unknown,"[""unsalted butter"", ""mini marshmallows"", ""chocolate protein powder, 31g"", ""unsweetened cocoa powder"", ""chocolate chips"", ""Rice Krispie Cereal"", ""flaky sea salt""]",Vegan
52841,83.0,5.0,12.0,12.0,American,"These , are soft and chewy with a delicious nutty flavor. Gluten and dairy-free and only 83 calories each, these cookies are easy to throw together in just one bowl and a perfect snack or lunch box addition throughout the week. ",6.0,1.0,Almond Flour Peanut Butter Cookies (gluten and dairy-free),https://ohsnapmacros.com/wp-content/uploads/2024/10/almondflourpeanutbuttercookies10-300x300.jpg,"[{""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""natural peanut butter"", ""notes"": ""128g""}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": ""light brown sugar, lightly packed"", ""notes"": ""48g""}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": ""granulated sugar"", ""notes"": ""48g""}, {""amount"": ""1"", ""unit"": ""large"", ""name"": ""egg"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""pure vanilla extract"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""tsp."", ""name"": ""baking powder"", ""notes"": null}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""almond flour"", ""notes"": ""60g""}]","Preheat the oven to 350 degrees and line a large baking sheet with parchment paper. ,Beat together the peanut butter, sugars, egg, vanilla, and salt in a stand mixer or with an electric mixer until combined. The mixture will be smooth and fairly thick. Add the almond flour and baking powder and mix until you have a stiff and tacky cookie dough. ,Scoop rounded tablespoons of the dough then roll it into a ball with your hands. Place the cookie dough balls about 1 ½ inches apart on the lined baking sheet. Use a dinner fork dipped in cold water to create a criss-cross pattern and flatten the top of each cookie. To ensure the fork doesn’t stick, make sure to dip it into cold water between each cookie and use a rocking motion rather than trying to lift it straight up. ,Bake the cookies for 10-12 minutes until they are just turning golden around the edges. Cool the cookies on the pan for at least 10 minutes before moving them to a cooling rack.",90.0,3.0,1.0,18.0,68.0,4.0,Almond Flour Peanut Butter Cookies,1,1,unknown,"[""natural peanut butter"", ""light brown sugar, lightly packed"", ""granulated sugar"", ""egg"", ""pure vanilla extract"", ""salt"", ""baking powder"", ""almond flour""]",Vegan
52905,146.0,11.0,15.0,0.0,American,"This sweet and spicy , ,is the perfect appetizer. Made with feta cheese, cottage cheese, simple spices and a drizzle of hot honey, this creamy appetizer is perfectly paired with pita chips, veggies or as a spread on a sandwich.",8.0,,Sweet Heat Whipped Feta Dip with Cottage Cheese,https://ohsnapmacros.com/wp-content/uploads/2024/10/fetadip-10-300x300.jpg,"[{""amount"": ""8"", ""unit"": ""oz."", ""name"": ""feta cheese, block or crumbled "", ""notes"": ""full fat ""}, {""amount"": ""1/3"", ""unit"": ""cup"", ""name"": ""low fat cottage cheese (drain excess water, if needed)"", ""notes"": ""88g""}, {""amount"": ""2"", ""unit"": ""Tbsp."", ""name"": ""lemon juice"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""Tbsp."", ""name"": ""olive oil"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""tsp."", ""name"": ""sea salt"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""tsp."", ""name"": ""black pepper"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""Tbsp. "", ""name"": ""milk "", ""notes"": ""any milk works! ""}, {""amount"": ""4"", ""unit"": ""Tbsp."", ""name"": ""hot honey"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""Tbsp."", ""name"": ""chopped chives"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""tsp."", ""name"": ""crushed red pepper flakes"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""tsp."", ""name"": ""black pepper"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""tsp."", ""name"": ""black sesame seeds"", ""notes"": null}]","Add the feta, cottage cheese, lemon juice, olive oil, sea salt and black pepper to a food processor. Blend for 5 minutes until fully combined and smooth. Add the milk and blend again for another 3-5 minutes. This will help get that final smooth whip we want. ,Place the dip in the refridgerator to set for 2 hours prior to serving. The longer the better so it can thicken. ,Once thickened, pour the feta mixture into a serving dish.,Drizzle the hot honey over the whipped feta and sprinkle the chives, red pepper flakes, sesame seeds and black pepper on top. ",6.0,7.0,4.0,8.0,341.0,8.0,Whipped Feta Dip,0,1,snack,"[""feta cheese, block or crumbled "", ""low fat cottage cheese (drain excess water, if needed)"", ""lemon juice"", ""olive oil"", ""sea salt"", ""black pepper"", ""milk "", ""hot honey"", ""chopped chives"", ""crushed red pepper flakes"", ""black pepper"", ""black sesame seeds""]",Vegetarian
52978,133.0,16.0,22.0,15.0,American,"These , are soft and chewy with chunks of dark chocolate perfectly paired with a deep coffee flavor. Perfect for coffee lovers with a sweet tooth, these easy to make cookies are ready in about 25 minutes in one bowl with simple ingredients. ",7.0,1.0,Dark Chocolate Coffee Cookies,https://ohsnapmacros.com/wp-content/uploads/2024/11/coffeecookies26-300x300.jpg,"[{""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""unsalted butter"", ""notes"": ""softened""}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""granulated sugar"", ""notes"": ""96g""}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""light brown sugar"", ""notes"": ""96g""}, {""amount"": ""1"", ""unit"": ""large"", ""name"": ""egg"", ""notes"": ""room temperature""}, {""amount"": ""3/4"", ""unit"": ""Tbsp."", ""name"": ""espresso powder"", ""notes"": null}, {""amount"": ""1 \u00bd"", ""unit"": ""tsp."", ""name"": ""vanilla extract"", ""notes"": null}, {""amount"": ""1 \u00be"", ""unit"": ""cups"", ""name"": ""all-purpose flour"", ""notes"": ""210g""}, {""amount"": ""1/2"", ""unit"": ""tsp."", ""name"": ""baking powder"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""tsp."", ""name"": ""baking soda"", ""notes"": null}, {""amount"": ""1/2"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""(3.5 oz.)"", ""name"": ""dark chocolate bar, roughly chopped into bite-sized chunks"", ""notes"": ""90g""}, {""amount"": null, ""unit"": null, ""name"": ""flaky sea salt, for sprinkling on top"", ""notes"": null}]","Preheat the oven to 350 degrees. Line two baking sheets with parchment paper. ,Cream the butter for 1 minute in a stand mixer or with a hand mixer. Scrape the sides of the bowl down, then add both sugars and cream for 2-3 minutes until the mixture looks fluffy. Mix in the egg until incorporated, then add the espresso powder and vanilla and mix well.,In a separate medium bowl, whisk together the flour, baking powder, baking soda, and salt. Add the flour to the butter mixture, mixing until just combined. Fold in the dark chocolate chunks by hand, I like to keep chocolate 2 squares to break and press into the tops of the cookies after scooping.,Scoop up 2 tablespoon-sized portions of dough (or use a 1-ounce sized cookie scoop) and place the dough on the prepared baking sheet at least 2-inches apart. Add the reserved chocolate chunks. Sprinkle a pinch of flaky sea salt on top of each cookie.,Bake the cookies for 12-14 minutes in the preheated oven or until the edges are just beginning to turn golden. To ensure a soft and chewy texture, rap the baking sheet on the counter firmly once or twice to deflate the baked cookies. Cool the cookies on the pan for 10 minutes before moving them to a cooling rack.",32.0,2.0,4.0,19.0,87.0,7.0,Coffee Cookies,0,0,unknown,"[""unsalted butter"", ""granulated sugar"", ""light brown sugar"", ""egg"", ""espresso powder"", ""vanilla extract"", ""all-purpose flour"", ""baking powder"", ""baking soda"", ""salt"", ""dark chocolate bar, roughly chopped into bite-sized chunks"", ""flaky sea salt, for sprinkling on top""]",Vegan
